contraction,expansion
ngeship,mendukung hubungan
stan,penggemar berat
random,acak
vibes,suasana
chill,santai
sans,santai
worth it,sepadan
spammer,pengirim spam
hater,pembenci
fans,penggemar
influencer,pemengaruh
selebtwit,selebriti twitter
content creator,pembuat konten
username,nama pengguna
password,kata sandi
error,galat
download,unduh
upload,unggah
install,pasang
uninstall,copot pemasangan
spek,spesifikasi
private,pribadi
public,publik
anjay,astaga
mantull,mantap betul
gjls,tidak jelas
bengek,tertawa terbahak-bahak
ambyar,hancur
halu,mengkhayal
julid,nyinyir
baper,bawa perasaan
receh,mudah tertawa
komuk,kondisi muka
paripurna,sempurna
komen,komentar
comment,komentar
like,suka
thread,utas
mutualan,saling mengikuti
mutual,teman mutual
alter,akun alternatif
menfess,kirim pesan anonim
rep,balas
qrt,kutip retweet
bm,banyak mau
base,basis penggemar
fl,pengikut
follbek,ikuti balik
unfoll,berhenti mengikuti
pc,pesan pribadi
op,pengirim asli
link,tautan
url,tautan
bio,biodata
ava,foto profil
avatar,foto profil
header,gambar sampul
verif,verifikasi
verified,terverifikasi
centang biru,terverifikasi
trending,sedang tren
hashtag,tagar
tag,tandai
mention,sebut
snn,senin
sls,selasa
rbo,rabu
kms,kamis
jmt,jumat
sbt,sabtu
mggu,minggu
malming,malam minggu
weekend,akhir pekan
weekday,hari kerja
pagii,pagi
siangg,siang
soree,sore
malm,malam
hbd,selamat ulang tahun
ultah,ulang tahun
slmt,selamat
congrats,selamat
congratulations,selamat
dmna,dimana
brpa,berapa
kpnn,kapan
bgmn,bagaimana
spe,siapa
yg mana,yang mana
mn,mana
gni,begini
ni,ini
nii,ini
tu,itu
tuu,itu
zha,saja
blng,bilang
liatt,lihat
dtg,datang
mnum,minum
tdr,tidur
mndi,mandi
skuy,ayo
tbtb,tiba-tiba
tiba2,tiba-tiba
nggawe,membuat
bang,kakak
sis,kakak (perempuan)
buk,ibu
bu,ibu
tante,bibi
bund,bunda
smpah,sumpah
bangettt,banget
parahh,parah
parah bgt,parah sekali
aseli,asli
bet,banget
bangor,nakal
nakall,nakal
bocil,anak kecil
bestie,sahabat
pren,teman
ngab,kakak
lord,jagoan
damage,kerusakan
no debat,tidak usah diperdebatkan
valid no debat,sangat benar
infoo,informasi
inpo,informasi
minimal,setidaknya
maksimal,sebanyak-banyaknya
srius,serius
seriusan?,serius?
becanda,bercanda
bcanda,bercanda
canda,bercanda
wibu,penggemar budaya jepang
kpopers,penggemar kpop
drakor,drama korea
curhat,curahan hati
curcol,curhat colongan
ngedate,kencan
kondangan,menghadiri undangan
outfit,pakaian
ootd,pakaian hari ini
recommended,direkomendasikan
rekomen,direkomendasikan
prefer,lebih suka
request,permintaan
req,permintaan
sender,pengirim
random amat,aneh sekali
dll,dan lain-lain
dsb,dan sebagainya
sbb,sebagai berikut
yg pntg,yang penting
pntg,penting
mnrt,menurut
drtd,dari tadi
kpn2,kapan-kapan
spertinya,sepertinya
mngkn,mungkin
mngkin,mungkin
moga2,semoga-semoga
sempet,sempat
smpt,sempat
lewt,lewat
sblum,sebelum
setlh,setelah
tar,nanti
ntaran,nanti saja
entar,nanti
ntaps,mantap
njs,najis
jirr,anjing
wih,wah
wihh,wah
widih,wah
gans,ganteng
cans,cantik
cantikk,cantik
anjim,astaga
astajim,astaga
astapiruloh,astaghfirullah
gilak,gila
edun,gila
masalahh,masalah
sharing,berbagi
ceritain,ceritakan
curhatin,curahkan isi hati
mengsedih,sangat sedih
sedihh,sedih
happy,senang
senengg,senang
sumringah,bahagia
ketawa,tertawa
nangis,menangis
nanges,menangis
cry,menangis
emosian,mudah emosi
marahh,marah
ngamuk,marah besar
ngntk,mengantuk
tidurr,tidur
bgn,bangun
mikirr,berpikir
mikirin,memikirkan
malesin,membuat malas
smangat,semangat
nyerah,menyerah
caapek,lelah
lelahh,lelah
jalan2,jalan-jalan
kerkom,kerja kelompok
nugas,mengerjakan tugas
cuan,uang
fulus,uang
free,gratis
diskon,potongan harga
sale,obral
promo,promosi
murcee,murah sekali
jajan,membeli makanan ringan
enakk,enak
lezat,enak
nikmat,enak
gaenak,tidak enak
gak enak,tidak enak
adem,dingin
seger,segar
lelet,lambat
buru2,buru-buru
pelan2,pelan-pelan
ramaii,ramai
sunyi,sepi
bising,berisik
hati2,hati-hati
jaga2,jaga-jaga
sulitt,sulit
angel,sulit
ribet,repot
simpel,sederhana
biasa aja,biasa saja
persis,sama persis
gedhe,besar
gede,besar
deket,dekat
lawas,lama
dikit,sedikit
ga penting,tidak penting
gak penting,tidak penting
trserah,terserah
terserahh,terserah
trgantung,tergantung
ragu2,ragu-ragu
bimbang,ragu-ragu
gatau,tidak tahu
gak tau,tidak tahu
ga ngerti,tidak paham
inget,ingat
minder,rendah diri
jutek,judes
gasabar,tidak sabar
ga sabar,tidak sabar
tolol,bodoh
publik,umum
optimis,optimistis
pesimis,pesimistis
aamiin,amin
ya allah,ya Allah
bgtu,begitu
bgini,begini
bgmna,bagaimana
sbnernya,sebenarnya
sesdh,sesudah
pdhlnya,padahal
kpd,kepada
kpdnya,kepadanya
daripda,daripada
dgnnya,dengannya
mnrut,menurut
sperti,seperti
bhw,bahwa
bhwa,bahwa
smntr,sementara
msg2,masing-masing
masing2,masing-masing
lngkp,lengkap
slrh,seluruh
slruh,seluruh
brsma,bersama
brsama2,bersama-sama
sendri,sendiri
sndiri,sendiri
brp,berapa
sgni,segini
sgtu,segitu
smua,semua
slalu,selalu
kdng,kadang
kdang2,kadang-kadang
kdg2,kadang-kadang
sring,sering
srg,sering
jrang,jarang
jrg,jarang
lbh,lebih
lbih,lebih
krang,kurang
msih,masih
tlah,telah
pernh,pernah
jngn,jangan
msti,mesti
prlu,perlu
gprlu,tidak perlu
gaperlu,tidak perlu
bis,bisa
gbsa,tidak bisa
gabis,tidak bisa
blh,boleh
gblh,tidak boleh
sngat,sangat
amat,sangat
trllu,terlalu
skali,sekali
skli,sekali
hnya,hanya
hny,hanya
cma,cuma
sja,saja
sj,saja
dtng,datang
prgi,pergi
pulng,pulang
msuk,masuk
kluar,keluar
trun,turun
bka,buka
ttp,tutup
mlai,mulai
brhnti,berhenti
jlan,jalan
dduk,duduk
brdri,berdiri
dngr,dengar
bcr,bicara
ngmng,bicara
ktkn,katakan
tnya,tanya
jwab,jawab
jwb,jawab
jwbnya,jawabannya
mkn,makan
mnm,minum
bljr,belajar
ngajar,mengajar
bca,baca
tls,tulis
hti,hati
kpla,kepala
bdn,badan
tgn,tangan
kki,kaki
mt,mata
tlinga,telinga
hdung,hidung
mlt,mulut
skul,sekolah
kntr,kantor
psr,pasar
sby,surabaya
indo,indonesia
hri,hari
mnt,menit
dtk,detik
pgi,pagi
mlm,malam
lsa,lusa
skrgnya,sekarangnya
nnti,nanti
awl,awal
akhr,akhir
prtma,pertama
trakhr,terakhir
alm,alamat
telp,telepon
acc,akun
usrnm,username
pw,password
kmntr,komentar
share,bagikan
bgkn,bagikan
upld,unggah
dnld,unduh
ss,screenshot
rekom,rekomendasi
recsel,recommended seller
reseller,penjual kembali
ongkir,ongkos kirim
cod,bayar di tempat
tf,transfer
transf,transfer
norek,nomor rekening
atm,anjungan tunai mandiri
via,lewat
web,website
inet,internet
jringn,jaringan
offline,luring
mov,film
brta,berita
bku,buku
mjlh,majalah
dok,dokumen
file,berkas
cpy,salin
paste,tempel
cut,potong
del,hapus
edit,sunting
sv,simpan
save,simpan
print,cetak
idk,tidak tahu
imo,menurut pendapat saya
asap,sesegera mungkin
brb,segera kembali
lmao,tertawa sangat keras
smh,geleng-geleng kepala
nvm,lupakan saja
tbh,sejujurnya
vc,panggilan video
vn,pesan suara
gc,grup chat
foll,ikuti
follow,ikuti
unfollow,berhenti mengikuti
lb,like balik
like back,like balik
fb,ikuti balik
follback,ikuti balik
mutu,mutual
mff,maaf
huhu,menangis
hadeuh,aduh
astg,astaga
insyaallah,insya Allah
masyaallah,masya Allah
mtrnwn,matur nuwun
mksi,makasih
gtw,tidak tahu
gngrt,tidak mengerti
yo,iya
btl,betul
udhla,sudahlah
yaudahla,ya sudahlah
gtula,begitulah
gnila,beginilah
apalgi,apalagi
apalage,apalagi
kekmana,bagaimana
kykmana,bagaimana
cemana,bagaimana
gmncaranya,bagaimana caranya
gimana caranya,bagaimana caranya
gmnsih,bagaimana sih
gimana sih,bagaimana sih
bknnya,bukannya
bukanny,bukannya
hrsnya,harusnya
mstinya,mestinya
sjjurnya,sejujurnya
sejujurny,sejujurnya
truskn,teruskan
lanjutkn,lanjutkan
bntr,bentar
bntaran,sebentaran
bentaran,sebentar
dikitt,sedikit
sedikitt,sedikit
dkit,sedikit
dkitlg,sedikit lagi
bykan,banyakan
banyakan,kebanyakan
kbnykn,kebanyakan
kesmptn,kesempatan
pluang,peluang
sngja,sengaja
gasengaja,tidak sengaja
gasngja,tidak sengaja
khlgan,kehilangan
ktinggalan,ketinggalan
ktemu,bertemu
kapan2,kapan-kapan
kpn²,kapan-kapan
kpnlg,kapan lagi
dimna,dimana
dimna2,dimana-mana
dimana2,dimana-mana
ksna,kesana
ksni,kesini
stu,situ
sni,sini
dri sni,dari sini
dri stu,dari situ
dri mna,dari mana
smpai,sampai
klen,kalian
klean,kalian
kelen,kalian
org2,orang-orang
orang2,orang-orang
orng2,orang-orang
brgkt,berangkat
berngkt,berangkat
nyampe,sampai
nympe,sampai
tiba,sampai
blik,kembali
pulkam,pulang kampung
mudik,pulang kampung
stay,tinggal
netap,menetap
pndh,pindah
nginep,menginap
nginap,menginap
kost,indekos
kosan,indekos
ngontrak,menyewa rumah
kontrakan,rumah sewaan
utang,hutang
bill,tagihan
beliin,belikan
blikan,belikan
jualin,jualkan
kasihin,berikan
ksihn,berikan
ambilin,ambilkan
amblkn,ambilkan
tunjukin,tunjukkan
tnjukkn,tunjukkan
kirimin,kirimkan
krimkn,kirimkan
buatin,buatkan
bikinin,buatkan
benerin,perbaiki
betulin,perbaiki
rusakin,rusakkan
ancurin,hancurkan
ilangin,hilangkan
buangin,buangkan
simpen,simpan
simpenin,simpankan
taruhin,taruhkan
tarok,taruh
lakuin,lakukan
kerjain,kerjakan
krjakn,kerjakan
selesein,selesaikan
slsaikn,selesaikan
pakein,pakaikan
cobain,cobakan
cicip,cicipi
icip,cicipi
rasain,rasakan
liatin,perhatikan
omongin,bicarakan
ngobrolin,membicarakan
tanyain,tanyakan
jawabinn,jawabkan
kasitau,beri tahu
beritahukan,memberitahu
ajarin,ajarkan
bantuin,bantu
temenin,temani
jemputin,jemputkan
anter,antar
anterin,antarkan
nungguin,menunggu
tungguin,tunggu
dtunggu,ditunggu
diemin,diamkan
biarin,biarkan
cuekin,abaikan
keluarin,keluarkan
naikin,naikkan
turunin,turunkan
nyalain,nyalakan
gedeinn,besarkan
kecilin,kecilkan
cepetin,cepatkan
lambatin,lambatkan
dikitinn,sedikitkan
tambahin,tambahkan
kurangin,kurangkan
abisinn,habiskan
sisain,sisakan
pindahin,pindahkan
umpetin,sembunyikan
trlnjr,terlanjur
kbtulan,kebetulan
kynya,kayaknya
sepertiny,sepertinya
mnrtku,menurutku
mnrtmu,menurutmu
mnrtnya,menurutnya
menurut gw,menurut saya
mnrt gw,menurut saya
anniv,peringatan tahunan
anniversary,peringatan tahunan
congrats ya,selamat ya
rip,beristirahat dalam damai
rest in peace,beristirahat dalam damai
wtb,ingin membeli
want to buy,ingin membeli
want to sell,ingin menjual
wtt,ingin menukar
want to trade,ingin menukar
want to ask,ingin bertanya
cash on delivery,bayar di tempat
rekber,rekening bersama
down payment,uang muka
lfs,mencari teman mutual
looking for mutuals,mencari teman mutual
lf,mencari
looking for,mencari
mbb,maaf baru balas
pap,kirim foto
post a picture,kirim foto
knsl,batal
cancel,batal
resched,jadwal ulang
reschedule,jadwal ulang
undur,tunda
delay,tunda
pending,tertunda
nyari,mencari
srch,cari
temuin,temukan
kamuu,kamu
kamuuu,kamu
kamuh,kamu
kamyu,kamu
qamu,kamu
qmu,kamu
qmo,kamu
kamo,kamu
kamoe,kamu
luu,kamu
luuu,kamu
elow,kamu
akku,aku
akuu,aku
akuuu,aku
akuh,aku
akko,aku
aqoe,aku
aqcu,aku
sayya,saya
sayaa,saya
sayaaa,saya
sayah,saya
guee,saya
gueee,saya
iyaa,iya
iyaaa,iya
iyaaaa,iya
iyah,iya
iyh,iya
iyap,iya
okee,oke
okeeh,oke
okeehh,oke
okeee,oke
okaii,oke
siapp,siap
siappp,siap
siaph,siap
siiip,sip
sippp,sip
baguss,bagus
bagusss,bagus
baguus,bagus
bagoes,bagus
kereen,keren
kerenz,keren
krenz,keren
kewren,keren
keceh,keren
mantappp,mantap
mantaff,mantap
mantav,mantap
mantabs,mantap
bangett,banget
bangetttt,banget
bangeudh,banget
beud,banget
beudh,banget
bingit,banget
bingits,banget
bngett,banget
bangeth,banget
paraah,parah
parahhh,parah
parah bngt,parah banget
parbet,parah banget
lucuu,lucu
lucuuu,lucu
luchuw,lucu
gemess,gemas
gemesss,gemas
gemez,gemas
gemezz,gemas
gemessh,gemas
gemaash,gemas
cantiik,cantik
cantikkk,cantik
cantiiq,cantik
tjantik,cantik
cantieq,cantik
gantengg,ganteng
gantenggg,ganteng
gantenz,ganteng
tamvan,tampan
enakkk,enak
enaak,enak
enaq,enak
maknyus,enak
lezatt,lezat
sedapp,sedap
sakitt,sakit
sakittt,sakit
saqit,sakit
sick,sakit
senangg,senang
senanggg,senang
senenk,senang
hepi,senang
bahagiaa,bahagia
bahagiaaa,bahagia
sediih,sedih
sedihhh,sedih
cedih,sedih
sad,sedih
maraah,marah
marahhh,marah
kesall,kesal
kesalll,kesal
sebell,sebel
sebeell,sebel
nyebelin,menyebalkan
btee,bete
bosenn,bosan
kangeen,rindu
kangen bgtt,kangen banget
rinduu,rindu
rinduuu,rindu
takutt,takut
takuttt,takut
takut bgt,takut banget
maluu,malu
maluuu,malu
maluw,malu
capekk,capek
capeee,capek
capcay,capek
lelahhh,lelah
semangattt,semangat
cemungud,semangat
cemungudh,semangat
lagiii,lagi
lagee,lagi
lagieh,lagi
teruss,terus
teruz,terus
truz,terus
trss,terus
terus terusan,terus menerusan
trs trsan,terus-terusan
apaa,apa
apaaa,apa
apah,apa
apah?,apa?
apha,apa
apose,apa
apz,apa
siapaa,siapa
siapaaa,siapa
syp,siapa
spha,siapa
sapaa,siapa
kapann,kapan
kapannn,kapan
kpann,kapan
dimanaa,dimana
dimanaaa,dimana
dmana,dimana
manaa,mana
mana nih,mana ini
napee,kenapa
napaa,kenapa
napaah,kenapa
kenapaa,kenapa
kenapaaa,kenapa
kenapose,kenapa
mengapaa,mengapa
gimanah,bagaimana
begimana,bagaimana
begimane,bagaimana
bagaimna,bagaimana
berapah,berapa
brpaa,berapa
brpaaa,berapa
udahhh,sudah
udaah,sudah
belumm,belum
belummm,belum
bluum,belum
maaff,maaf
maafff,maaf
maaph,maaf
mian,maaf
sorii,maaf
sorryy,maaf
makasihhh,terima kasih
makasiiih,terima kasih
makacie,terima kasih
maacih,terima kasih
tengkyuu,terima kasih
thankss,terima kasih
thankyouu,terima kasih
thank youu,terima kasih
trimss,terima kasih
tolongg,tolong
tolonggg,tolong
plisss,tolong
pleas,tolong
pleasee,tolong
pleaseee,tolong
pakek,pakai
pkee,pakai
bikinn,bikin
buatt,buat
kasii,kasih
kasihh,kasih
kasiiih,kasih
kasik,kasih
ngasii,memberi
ngasihh,memberi
liattt,lihat
lihaat,lihat
liaat,lihat
tungguu,tunggu
tungggu,tunggu
tggu,tunggu
bilangg,bilang
bilanggg,bilang
bilank,bilang
tanyaa,tanya
tanyaaa,tanya
tnyaa,tanya
jawabb,jawab
makann,makan
makannn,makan
mkaan,makan
mamam,makan
nyam,makan
minumm,minum
minummm,minum
tidurrr,tidur
boboo,tidur
boboq,tidur
mainn,main
mainnn,main
pergii,pergi
pergiih,pergi
cabutt,cabut
cuzz,pergi (ayo)
pulangg,pulang
pulanggg,pulang
pulank,pulang
balikk,kembali
baliiik,kembali
speciall,spesial
specialll,spesial
spesiall,spesial
khususs,khusus
kususs,khusus
pentingg,penting
pentinggg,penting
pnting,penting
bangettnya,bangetnya
bangetny,bangetnya
selaluu,selalu
selaluuu,selalu
kadangg,kadang
kadang kadang,kadang-kadang
kadank,kadang
jarangg,jarang
jarang jarang,jarang-jarang
seringg,sering
seringgg,sering
serink,sering
banyaak,banyak
banyakk,banyak
dikiit,sedikit
cepattt,cepat
cepettt,cepat
buruaan,buru-buru
buruan,buru-buru
lambatt,lambat
lamaa,lama
lamaaa,lama
lama bgt,lama banget
baruu,baru
baruh,baru
inii,ini
inih,ini
iniii,ini
ituu,itu
ituuh,itu
ituuu,itu
disinii,disini
disinih,disini
disituu,disitu
disituh,disitu
disanaa,disana
disanah,disana
ginih,begini
giniii,begini
giniiee,begini
gituuh,begitu
begonoh,begitu
aduhh,aduh
aduuh,aduh
aduhai,aduh
astagaa,astaga
astagaaa,astaga
yaampunn,ya ampun
ya ampunn,ya ampun
waw,wah
waaw,wah
woww,wah
widiih,wah
asekk,asik
asyikk,asik
mantulll,mantap
anjayy,anjay
anjayyy,anjay
anjirr,anjing
gilakk,gila
gilakkk,gila
gilss,gila
edann,edan
edunn,edan
syekali,sekali
sekaleh,sekali
kalii,kali
kale,kali
keless,kali
k4mu,kamu
k4m0e,kamu
k4muh,kamu
4ku,aku
4kku,aku
4q,aku
4k0eh,aku
54y4,saya
5414,saya
1y4,iya
1y4h,iya
0k3,oke
0k,oke
0k3y,oke
514p,siap
514p86,siap
84gu5,bagus
849u5,bagus
6u5,bagus
k3r3n,keren
k3r3nz,keren
k3c3,kece
m4nt4p,mantap
m4nt48,mantap
m4nt4v,mantap
84n63t,banget
84n9et,banget
8n6t,banget
b6t,banget
lu7u,lucu
unyuu,lucu
imoet,imut
c4k3p,cakep
tjakeup,cakep
caem,cakep
g4nt3n9,ganteng
g4nteng,ganteng
cuakep,cakep
cuantik,cantik
chantique,cantik
cantiq,cantik
3n4k,enak
3n4q,enak
54k1t,sakit
54k1tt,sakit
53n4n9,senang
5eneng,senang
53d1h,sedih
s3d1h,sedih
m4r4h,marah
k3s4l,kesal
k3s3l,kesal
b054n,bosan
b0s3n,bosan
k4n93n,kangen
k4n6en,kangen
kgnnn,kangen
r1ndu,rindu
r1nduu,rindu
t4kut,takut
t4kutt,takut
m4lu,malu
m4luu,malu
c4p3,capek
c4p3k,capek
l3l4h,lelah
l3lah,lelah
53m4n64t,semangat
5mngt,semangat
l491,lagi
l491h,lagi
t3ru5,terus
t3ru5an,terusan
4p4,apa
4p4h,apa
4p4?,apa?
514p4,siapa
514p4h,siapa
k4p4n,kapan
k4p4n?,kapan?
d1m4n4,dimana
d1m4n4?,dimana?
n4p4,kenapa
k3n4p4,kenapa
g1m4n4,bagaimana
91m4n4,bagaimana
b9mn,bagaimana
83r4p4,berapa
ud4h,sudah
ud4,sudah
ud4hl4h,sudahlah
b3lum,belum
b3l0m,belum
bl0m,belum
m44f,maaf
m44ph,maaf
m44p,maaf
m4k451h,makasih
m4k4s1h,makasih
mkshh,makasih
m4kas13h,makasih
t0l0n9,tolong
pl15,plis
pl1sss,plis
p4k3,pake
p4k3k,pake
b1k1n,bikin
8u4t,buat
k451h,kasih
k4s1h,kasih
l1h4t,lihat
l14t,lihat
tungguh,tunggu
b1l4n9,bilang
t4ny4,tanya
j4w4b,jawab
jwban,jawaban
m4k4n,makan
m1num,minum
m1n0m,minum
t1dur,tidur
t1d0r,tidur
m41n,main
m43n,main
p3r91,pergi
pul4n9,pulang
b4l1k,balik
84l1k,balik
spec14l,spesial
sp3c14l,spesial
khu5u5,khusus
p3nt1n9,penting
slaluu,selalu
kad4n9,kadang
jar4n9,jarang
ser1n9,sering
b4ny4k,banyak
bnyak,banyak
sed1k1t,sedikit
d1k1t,sedikit
cep4t,cepat
l4mb4t,lambat
lmbat,lambat
l4m4,lama
b4ru,baru
1n1,ini
1tu,itu
d1s1n1,disini
d1s1tu,disitu
d1s4n4,disana
91n1,gini
91tu,gitu
gitchu,gitu
ad0h,aduh
4duh,aduh
4st494,astaga
y44mpun,yaampun
w0w,wah
w0ww,wah
451k,asik
453k,asik
5eru,seru
53ru,seru
m4ntul,mantap
4nj4y,anjay
91l4,gila
9ilak,gila
3d4n,edan
4khrny,akhirnya
akhirny,akhirnya
akhrnya,akhirnya
sblmny,sebelumnya
seblmny,sebelumnya
stlhny,setelahnya
setelhny,setelahnya
pdhlny,padahal
pdahalny,padahal
sprtiny,sepertinya
spertiny,sepertinya
mngknny,mungkinnya
mungkinny,mungkinnya
trnyatany,ternyatanya
trnytany,ternyatanya
hrsny,harusnya
hrusny,harusnya
mztiny,mestinya
mestiny,mestinya
bknny,bukannya
jk,jika
jka,jika
mlh,malah
mlah,malah
bgm,bagaimana
bgmnapun,bagaimanapun
bgmanapun,bagaimanapun
sjk,sejak
smjk,semenjak
smpkn,sampaikan
smperin,samperin
dtgin,datangi
ngpain,sedang apa
ngapain,sedang apa
lgi ngpain,lagi ngapain
ngapain lg,ngapain lagi
ngpain aj,ngapain aja
knp lg,kenapa lagi
kenapa lg,kenapa lagi
ada apa lg,ada apa lagi
siapa lg,siapa lagi
kapan lg,kapan lagi
dimana lg,dimana lagi
gimana lg,bagaimana lagi
bagaimana lg,bagaimana lagi
kok bs,kok bisa
kok bsa,kok bisa
kyk gini,kayak begini
kayak gini,kayak begini
kyk gitu,kayak begitu
kayak gitu,kayak begitu
kek gini,seperti ini
ga ad,tidak ada
gak ad,tidak ada
gk ad,tidak ada
ga prnh,tidak pernah
gapernah,tidak pernah
gak prnh,tidak pernah
gak pernah,tidak pernah
ga ush,tidak usah
gausah,tidak usah
gak usah,tidak usah
gk ush,tidak usah
ga prlu,tidak perlu
gak perlu,tidak perlu
gk perlu,tidak perlu
ga smpt,tidak sempat
gasempet,tidak sempat
gak smpt,tidak sempat
gak sempet,tidak sempat
brsn,barusan
barusan aj,barusan saja
barusan aja,barusan saja
skrg ini,sekarang ini
hr ini,hari ini
blm prnh,belum pernah
belum prnh,belum pernah
belom prnh,belum pernah
blom prnh,belum pernah
udh prnh,sudah pernah
udah prnh,sudah pernah
sdh prnh,sudah pernah
msi,masih
knln,kenalan
followan,saling mengikuti
tmnan,temanan
temenan,temanan
pcrn,pacaran
musuhn,musuhan
saingn,saingan
sndirian,sendirian
brdua,berdua
brduaan,berduaan
brtiga,bertiga
brempat,berempat
brlima,berlima
ramean,ramai-ramai
rame2,ramai-ramai
ramai2,ramai-ramai
sendiri2,sendiri-sendiri
sendri2,sendiri-sendiri
satu2,satu-satu
satusatu,satu-satu
semuany,semuanya
smwany,semuanya
sbgian,sebagian
seluruhny,seluruhnya
sluruhny,seluruhnya
beberp,beberapa
smcm,semacam
sjnis,sejenis
bgaikn,bagaikan
mrip,mirip
prsis,persis
lainny,lainnya
yg lain,yang lain
yg laen,yang lain
laen,lain
prtama,pertama
pertamax,pertama
kdua,kedua
ktiga,ketiga
trakhir,terakhir
trahr,terakhir
akhrny,akhirnya
awalny,awalnya
mula2,mula-mula
mulany,mulanya
ujungny,ujungnya
hpl,hari perkiraan lahir
hpht,hari pertama haid terakhir
mpasi,makanan pendamping asi
tm,trimester
bumil,ibu hamil
busui,ibu menyusui
promil,program hamil
newmom,ibu baru
new mom,ibu baru
admin,administrator
iklan nya,iklannya
ads,iklan
notif,notifikasi
upgdate,pembaruan
updet,pembaruan
uninstal,copot pemasangan
instal,pasang
dwload,unduh
wa,whatsapp
ig,instagram
dsa,dokter spesialis anak
bbj,berat badan janin
tumkem,tumbuh kembang
gtm,gerakan tutup mulut
vip,very important person
nsfw,not safe for work
debay,dede bayi
dedek,adik bayi
dede,adik bayi
utun,janin
sikecil,si kecil
lahiran,melahirkan
ovt,berpikir berlebihan
komenan,komentar
auto,otomatis
fiks,pasti
bunsay,bunda sayang
moms,para ibu
mom,ibu
beliau,dia
bunda2,bunda-bunda
momy,ibu
rekomended,rekomendasi
recomended,rekomendasi
recomendedd,rekomendasi
eror,bermasalah
skarang,sekarang
stelah,setelah
itunganya,hitungannya
prkembangan,perkembangan
perkmbngan,perkembangan
pkonya,pokoknya
pokonya,pokoknya
mksih,terima kasih
mksihhh,terima kasih
terimakasih,terima kasih
alhamdulilah,alhamdulillah
insya allah,insyaallah
maasyaallah,masyaallah
sebenar,sebenarnya
ngebug,bermasalah
apus,hapus
dipake,dipakai
diupdate,diperbarui
ngga bisa,tidak bisa
ga bisa,tidak bisa
ga tau,tidak tahu
ngikut,mengikuti
baca2,membaca-baca
sharing2,berbagi-bagi
tanya2,bertanya-tanya
liat2,melihat-lihat
ngumpulin,mengumpulkan
ngajuin,mengajukan
gak mau,tidak mau
ga boleh,tidak boleh
gausa,tidak usah
ga usah,tidak usah
loh,lho
komplit,lengkap
berguna,bermanfaat
gabagus,tidak bagus
gak bagus,tidak bagus
lengkap bgt,sangat lengkap
bermanfaat sekali,sangat bermanfaat
the best,terbaik
good job,kerja bagus
terbantu banget,sangat terbantu
pdhal,padahal
nambahin,menambahkan
ngurangin,mengurangi
ngambil,mengambil
ngeliat,melihat
kedikitan,terlalu sedikit
dsnii,di sini
disana,di sana
scra,secara
postingan,unggahan
notifikasi,pemberitahuan
notifnya,pemberitahuannya
point,poin
koin,poin
reward,hadiah
giveaway,hadiah gratis
kontes,kompetisi
campaign,kampanye
search,pencarian
searching,mencari
loading,memuat
erorrrr,bermasalah
semua nya,semuanya
makasih banyak,terima kasih banyak
pokok nya,pokoknya
bener bener,benar-benar
ga ada,tidak ada
gak ada,tidak ada
ga pernah,tidak pernah
gimana cara,bagaimana cara
suka banget,sangat suka
rekomendasi banget,sangat direkomendasikan
masya allah,masyaallah
sblh,sebelah
stlhnya,setelahnya
apl, aplikasi
bugny,bug
anakjakartaasikasik,anak jakarta asyik asyik
pakcikdahtua,pak cik sudah tua
pakcikmudalagi,pak cik muda lagi
t3tapjokowi,tetap jokowi
aamiinn,amin
aamin,amin
aammiin,amin
abisin,habiskan
acau,kacau
ad,ada
adek,adik
adl,adalah
adlah,adalah
adlh,adalah
ado,ada
aer,air
afdol,afdal
agamaataualqur,agama alquran
agm,agama
agma,agama
ahaha,haha
ahahaha,haha
ahehehehe,hehe
ahir,akhir
ahirnya,akhirnya
ahk,ahok
ahlamdulillah,alhamdulillah
ahli2,para ahli
ahlusunnah,ahlus sunah
ahmaddani,ahmad dhani
aho,ahok
ahokataudjarot,ahok djarot
ahokbebanijokowi,ahok beban jokowi
ahokbtp,ahok basuki tjahaja purnama
